1,2138093220184019198,"50245,52",IDOSO
2,2138101720184019198,"68455,32",NÃO
3,2138110220184019198,"90543,29",NÃO
4,2138145420184019198,"425672,54",IDOSO
5,2138153920184019198,"41070,93",NÃO
6,2138162420184019198,"75454,86",NÃO
7,2138170920184019198,"24806,68",NÃO
8,2138189120184019198,"14509,62",NÃO
9,2138206120184019198,"72924,78",IDOSO
10,2138214620184019198,"457895,03",IDOSO
11,2138223120184019198,"42623,87",NÃO
12,2138231620184019198,"693590,64",IDOSO
13,2138249820184019198,"149027,36",IDOSO
14,2138258320184019198,"107043,41",NÃO
15,2138266820184019198,"258290,92",IDOSO
16,2138275320184019198,"1149,59",IDOSO
17,2138283820184019198,"50248,08",IDOSO
18,2138292320184019198,"164702,78",NÃO
19,2138300820184019198,"56888,34",IDOSO
20,2138319020184019198,"57130,54",IDOSO
21,2138327520184019198,"30105,07",IDOSO
22,2138336020184019198,"54800,88",IDOSO
23,2138344520184019198,"76296,20",IDOSO
24,2138353020184019198,"57467,29",IDOSO
25,2138361520184019198,"57467,29",IDOSO
26,2138379720184019198,"118993,24",IDOSO
27,2138388220184019198,"91571,74",NÃO
28,2138396720184019198,"65733,55",NÃO
29,2138405220184019198,"110039,18",IDOSO
30,2138413720184019198,"67176,95",IDOSO
31,2138422220184019198,"700893,15",IDOSO
32,2138430720184019198,"70089,30",IDOSO
33,2138448920184019198,"135946,87",IDOSO
34,2138457420184019198,"61029,21",NÃO
35,2138465920184019198,"138664,77",IDOSO
36,2138474420184019198,"62266,13",IDOSO
37,2138482920184019198,"576062,64",NÃO
38,2138491420184019198,"73774,05",IDOSO
39,2138509620184019198,"80073,26",NÃO
40,2138518120184019198,"50210,63",IDOSO
41,2138526620184019198,"129915,39",IDOSO
42,2138535120184019198,"53087,14",NÃO
43,2138543620184019198,"48953,35",IDOSO
44,2138552120184019198,"762062,28",NÃO
45,2138560620184019198,"333996,88",IDOSO
46,2138578820184019198,"94457,68",IDOSO
47,2138587320184019198,"97539,24",NÃO
48,2138595820184019198,"183703,28",IDOSO
49,2138604320184019198,"68441,17",NÃO
50,2138612820184019198,"97863,79",NÃO
51,2138621320184019198,"310317,29",IDOSO
52,2138639520184019198,"109578,89",IDOSO
53,2138648020184019198,"123415,49",IDOSO
54,2138656520184019198,"570026,44",NÃO
55,2138665020184019198,"47689,33",NÃO
56,2138673520184019198,"344584,59",NÃO
57,2138682020184019198,"177067,32",NÃO
58,2138690520184019198,"96338,64",IDOSO
59,2138708720184019198,"125663,83",IDOSO
60,2138717220184019198,"87638,31",IDOSO
61,2138725720184019198,"108215,01","IDOSO, DOENÇA  GRAVE"
62,2138734220184019198,"81231,13",IDOSO
63,2138742720184019198,"89831,30",IDOSO
64,2138751220184019198,"194465,10","IDOSO, PESSOA  COM DEFICIÊNCIA "
65,2138769420184019198,"89638,53",DOENÇA GRAVE
66,2138777920184019198,"76991,46",IDOSO
67,2138786420184019198,"115531,14",NÃO
68,2138794920184019198,"162192,19",IDOSO
69,2138811920184019198,"441733,22",NÃO
70,2138820420184019198,"441733,22",IDOSO
71,2138838620184019198,"441733,22",NÃO
72,2138847120184019198,"139116,58",IDOSO
73,2138855620184019198,"232612,49",NÃO
74,2138864120184019198,"78175,19",NÃO
75,2138872620184019198,"78175,17",NÃO
76,2138881120184019198,"113679,60",NÃO
77,2138899320184019198,"87397,28",IDOSO
78,2138907820184019198,"68097,92",IDOSO
79,2138916320184019198,"7404,44",IDOSO
80,2138933320184019198,"121049,84",IDOSO
81,2138941820184019198,"121049,84",IDOSO
82,2138950320184019198,"67879,60",IDOSO
83,2138968520184019198,"160311,57",IDOSO
84,2175707120184019198,"76275,31",IDOSO
85,2175715620184019198,"189395,89",IDOSO
86,2175724120184019198,"90151,67",NÃO
87,2175732620184019198,"83147,72",NÃO
88,2175741120184019198,"107007,26",IDOSO
89,2175759320184019198,"114098,32",NÃO
90,2175767820184019198,"107162,86",NÃO
91,2175776320184019198,"66049,80",IDOSO
92,2175784820184019198,"133478,29",IDOSO
93,2175793320184019198,"88821,72",IDOSO
94,2175801820184019198,"104466,90",IDOSO
95,2175810320184019198,"109589,78",IDOSO
96,2175828520184019198,"260038,50",IDOSO
97,2175837020184019198,"122795,72",IDOSO
98,2175845520184019198,"252946,87",IDOSO
99,2175854020184019198,"197043,40",IDOSO
100,2175862520184019198,"171780,43",NÃO
101,2175914720184019198,"294222,09",IDOSO
102,2175931720184019198,"92593,52",IDOSO
103,2175940220184019198,"108340,43",IDOSO
104,2175958420184019198,"15268,22",IDOSO
105,2175975420184019198,"65830,66",NÃO
106,2175983920184019198,"67497,67",IDOSO
107,2175992420184019198,"61650,33",NÃO
108,2176000920184019198,"70338,68",NÃO
109,2176019120184019198,"466597,45",IDOSO
110,2176053120184019198,"42700,49",IDOSO
111,2176061620184019198,"37072,91",IDOSO
112,2176079820184019198,"27703,05",IDOSO
113,2176088320184019198,"26736,69",IDOSO
114,2176096820184019198,"25859,51",IDOSO
115,2176113820184019198,"90060,64",NÃO
116,2176122320184019198,"134053,23",IDOSO
117,2176130820184019198,"106492,54",IDOSO
118,2176149020184019198,"169752,75",NÃO
119,2176157520184019198,"113809,21",IDOSO
120,2176166020184019198,"148572,46",IDOSO
121,2176174520184019198,"114133,91",NÃO
122,2176183020184019198,"146285,06",IDOSO
123,2176191520184019198,"76647,91",IDOSO
124,2176209720184019198,"88060,79",IDOSO
125,2176226720184019198,"67524,22",IDOSO
126,2176235220184019198,"79060,09",IDOSO
127,2176252220184019198,"122346,31",IDOSO
128,2176260720184019198,"99653,15",NÃO
129,2176278920184019198,"90145,88",IDOSO
130,2176287420184019198,"107515,39",NÃO
131,2176295920184019198,"1768,65",NÃO
132,2176304420184019198,"1768,65",NÃO
133,2176312920184019198,"7074,62",NÃO
134,2176321420184019198,"7074,62",NÃO
135,2176339620184019198,"7074,62",NÃO
136,2176348120184019198,"7074,62",NÃO
137,2176356620184019198,"7074,62",NÃO
138,2176365120184019198,"88099,16",NÃO
139,2176373620184019198,"95768,86",NÃO
140,2176382120184019198,"71710,84",NÃO
141,2176390620184019198,"68494,77",IDOSO
142,2176408820184019198,"93373,18",IDOSO
143,2176417320184019198,"136734,14",IDOSO
144,2176425820184019198,"188601,68",NÃO
145,2176434320184019198,"91352,42",IDOSO
146,2176442820184019198,"133221,67",NÃO
147,2176451320184019198,"141256,46",IDOSO
148,2176469520184019198,"82702,74",IDOSO
149,2176478020184019198,"78425,41",NÃO
150,2176486520184019198,"100579,76",IDOSO
151,2176495020184019198,"62980,62",NÃO
152,2176503520184019198,"118961,87",IDOSO
153,2176512020184019198,"553305,40",IDOSO
154,2176520520184019198,"123401,02",IDOSO
155,2176538720184019198,"87729,49",NÃO
156,2176555720184019198,"79964,99",IDOSO
157,2176564220184019198,"135579,24","IDOSO, PESSOA  COM DEFICIÊNCIA "
158,2176572720184019198,"135126,14",IDOSO
159,2176581220184019198,"85522,51",IDOSO
160,2176599420184019198,"101313,68",IDOSO
161,2176607920184019198,"104845,37",IDOSO
162,2176616420184019198,"111439,70",IDOSO
163,2176624920184019198,"78819,99",IDOSO
164,2176633420184019198,"67,63",IDOSO
165,2176641920184019198,"158,74",IDOSO
166,2176668620184019198,"116473,36","IDOSO, PESSOA  COM DEFICIÊNCIA "
167,2176677120184019198,"133768,93",IDOSO
168,2176685620184019198,"95430,42",PESSOA COM  DEFICIÊNCIA 
169,2176694120184019198,"92598,04",IDOSO
170,2176702620184019198,"83234,87",IDOSO
171,2176711120184019198,"99485,64",IDOSO
172,2176729320184019198,"19472,32",IDOSO
173,2176737820184019198,"89731,28",NÃO
174,2176746320184019198,"77554,15",IDOSO
175,2176754820184019198,"245009,55",NÃO
176,2176763320184019198,"70081,44",IDOSO
177,2176771820184019198,"117573,60",IDOSO
178,2176780320184019198,"67476,37",IDOSO
179,2176798520184019198,"137096,12",PESSOA COM  DEFICIÊNCIA 
180,2176807020184019198,"85826,21",NÃO
181,2176815520184019198,"63303,18",IDOSO
182,2176824020184019198,"80964,40",IDOSO
183,2176832520184019198,"67900,60",PESSOA COM  DEFICIÊNCIA 
184,2176841020184019198,"133736,09",IDOSO
185,2176859220184019198,"104805,49",IDOSO
186,2176867720184019198,"83086,48",IDOSO
187,2176876220184019198,"72104,13",IDOSO
188,2176884720184019198,"116159,91",NÃO
189,2176893220184019198,"96960,15",IDOSO
190,2176901720184019198,"124009,45",PESSOA COM  DEFICIÊNCIA 
191,2176910220184019198,"86609,76",PESSOA COM  DEFICIÊNCIA 
192,2176928420184019198,"71412,65",IDOSO
193,2176936920184019198,"81550,35",IDOSO
194,2176945420184019198,"124028,65",NÃO
195,2176953920184019198,"77844,19",IDOSO
196,2176962420184019198,"67666,23",IDOSO
197,2176970920184019198,"97510,27","IDOSO, PESSOA  COM DEFICIÊNCIA "
198,2176989120184019198,"76835,53",IDOSO
199,2176997620184019198,"100595,99",IDOSO
200,2177006120184019198,"107341,87",PESSOA COM  DEFICIÊNCIA 
201,2177014620184019198,"138622,02",PESSOA COM  DEFICIÊNCIA 
202,2177023120184019198,"190888,19",IDOSO
203,2177031620184019198,"2360,78",IDOSO
204,2177049820184019198,"81312,94",PESSOA COM  DEFICIÊNCIA 
205,2177058320184019198,"78105,87",NÃO
